Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
326,40,RL,42.9,5242,Pave,Pave,Reg,Lvl,NoSeWa,Corner,Gtl,Timber,RRAe,Norm,2fmCon,2Story,2,1,1953,1961,Mansard,Metal,Plywood,Plywood,None,76.8,Po,TA,Wood,Gd,TA,Mn,Unf,821.0,,92.2,485.7,1398.9,GasW,TA,Y,SBrkr,824.0,0.0,21.1,827.7,1,0,3,0,0,0,Fa,3,Sev,2,,Attchd,1970.0,,0,0.0,Gd,TA,Y,59.3,20.4,13.2,45.6,21.5,0.0,,,0.0,4,2008,Con,Abnorml,396654.0
327,190,FV,64.8,6604,Pave,,IR1,Low,NoSeWa,Corner,Gtl,SawyerW,Feedr,Feedr,1Fam,1Story,10,9,1980,1996,Gable,Metal,Plywood,Plywood,,0.0,Po,Fa,Wood,TA,,Mn,LwQ,420.9,BLQ,100.6,337.3,858.8,OthW,Ex,Y,SBrkr,920.5,730.3,11.2,1652.4,1,1,0,0,5,1,TA,4,Typ,1,,Basment,2003.0,RFn,2,247.4,Gd,Gd,N,51.0,60.6,25.1,15.6,11.1,0.0,,,0.0,9,2010,ConLD,Abnorml,1405153.0
328,40,RM,44.2,5835,Pave,,Reg,Lvl,ELO,FR2,Sev,NoRidge,PosA,Artery,Duplex,1.5Unf,7,5,1931,1957,Shed,WdShake,Wd Sdng,Wd Sdng,,0.0,Fa,TA,Stone,Fa,Gd,No,,303.5,,2.7,261.8,568.0,OthW,Ex,Y,SBrkr,1352.2,0.0,1.9,1375.9,1,1,2,0,1,1,TA,5,Maj1,0,,Attchd,1933.0,Unf,0,0.0,Ex,Gd,Y,60.0,45.1,8.2,11.3,72.3,0.0,GdPrv,,0.0,9,2011,WD,Partial,953883.0
329,45,RL,45.9,5157,Pave,,Reg,Bnk,NoSeWa,CulDSac,Gtl,BrDale,Norm,RRAn,Twnhs,SLvl,10,1,1890,1926,Gambrel,Roll,Stucco,Stucco,BrkFace,73.0,Fa,Gd,CBlock,Ex,TA,Av,,192.9,,26.8,167.5,387.2,Wall,Gd,Y,SBrkr,630.8,0.0,26.7,664.0,0,1,1,0,5,1,Gd,2,Typ,2,Gd,Detchd,1916.0,RFn,1,186.5,TA,TA,Y,33.6,3.6,81.7,37.5,29.7,0.0,,,0.0,4,2006,CWD,Partial,174818.0679373544
330,70,RL,44.4,8502,Pave,,IR1,HLS,NoSeWa,CulDSac,Sev,Edwards,Feedr,RRAe,2fmCon,1.5Unf,3,6,1975,1996,Gable,ClyTile,AsbShng,AsbShng,None,53.4,Po,Gd,Stone,Fa,Fa,,BLQ,169.0,ALQ,176.8,38.7,384.5,Floor,Gd,Y,SBrkr,135.2,690.9,21.3,841.9,2,1,1,1,2,1,Ex,14,Maj1,0,,Attchd,1977.0,RFn,2,447.5,Ex,Gd,Y,80.1,2.5,76.8,3.0,50.1,0.0,GdPrv,,0.0,4,2006,New,Normal,419922.0
331,45,RL,53.1,2967,Pave,,Reg,HLS,NoSeWa,CulDSac,Mod,Timber,RRAn,RRAe,Twnhs,1.5Fin,8,3,1906,1913,Flat,Tar&Grv,Wd Sdng,Wd Sdng,BrkFace,62.6,TA,Gd,PConc,Gd,,Av,ALQ,310.1,,19.4,379.1,708.6,Wall,Fa,Y,SBrkr,663.9,304.4,31.5,970.9,0,1,1,0,1,2,Ex,14,Min2,1,,,,Unf,0,0.0,Ex,Gd,Y,97.6,26.1,1.8,16.8,75.3,0.0,,Gar2,312.5,11,2011,WD,Partial,750624.0
332,80,RM,84.6,3727,Pave,,Reg,Lvl,ELO,CulDSac,Sev,BrDale,Feedr,RRNn,1Fam,2.5Fin,2,4,1904,1906,Gable,Tar&Grv,AsbShng,AsbShng,Stone,102.5,Po,Ex,BrkTil,TA,,,GLQ,113.9,BLQ,79.5,337.5,530.9,GasA,Fa,Y,FuseP,537.3,698.0,13.8,1269.9,2,0,1,1,4,1,Fa,7,Typ,3,,Attchd,1923.0,RFn,2,377.4,TA,,Y,92.2,102.8,81.8,6.5,20.4,0.0,,,0.0,3,2011,WD,Alloca,575527.0
333,20,RL,89.1,1818,Pave,,IR2,HLS,AllPub,FR2,Gtl,Timber,RRNe,RRNn,2fmCon,1Story,7,8,2012,2049,Hip,CompShg,Stucco,Stucco,BrkFace,35.4,TA,Fa,Wood,Gd,TA,Av,LwQ,435.9,GLQ,18.6,267.5,722.0,GasA,TA,Y,SBrkr,1190.4,276.5,30.7,1484.1,0,1,0,1,5,2,Po,13,Sev,0,,CarPort,2037.0,RFn,1,147.4,Gd,Fa,Y,129.1,37.3,36.8,4.3,93.0,0.0,GdWo,,0.0,4,2007,WD,Abnorml,1028538.0
334,75,RL,108.4,14668,Pave,,Reg,Bnk,NoSeWa,Inside,Sev,OldTown,RRAe,PosA,2fmCon,2.5Unf,3,5,1983,2017,Shed,Tar&Grv,CmentBd,CmentBd,BrkFace,8.5,Fa,Fa,Slab,Fa,Gd,,GLQ,170.9,,159.6,250.0,580.5,Floor,Fa,Y,SBrkr,847.3,1330.7,6.9,2201.1,1,0,0,0,1,1,Fa,3,Typ,3,,Detchd,1996.0,RFn,2,553.2,,Gd,P,87.5,24.5,9.2,4.6,44.2,0.0,,,0.0,5,2006,CWD,Abnorml,1044212.0
335,70,RH,,1669,Pave,,IR2,Lvl,ELO,FR2,Gtl,NridgHt,RRNe,Norm,Duplex,2.5Fin,9,6,1963,1994,Hip,Membran,Plywood,Plywood,,0.0,Po,Gd,BrkTil,TA,Ex,Gd,Unf,501.0,,112.8,245.1,858.9,OthW,Ex,Y,SBrkr,1148.2,0.0,18.8,1226.0,0,1,3,0,1,1,Ex,5,Maj1,1,TA,Attchd,1965.0,Unf,0,0.0,Gd,Ex,Y,113.1,3.9,15.2,9.0,49.9,14.8,,Shed,434.7,10,2009,WD,AdjLand,959867.0
336,30,RL,85.7,5833,Pave,,Reg,Bnk,ELO,Inside,Mod,IDOTRR,Norm,RRAe,Duplex,1.5Fin,7,4,1873,1880,Shed,WdShake,VinylSd,VinylSd,,0.0,TA,Po,Wood,Gd,Gd,,,496.5,BLQ,89.9,121.1,707.5,Grav,Ex,Y,SBrkr,909.6,224.7,18.5,1258.8,1,1,2,1,3,1,TA,6,Maj2,1,,,,RFn,0,0.0,TA,TA,Y,153.4,31.6,12.3,65.2,5.1,0.0,,,0.0,2,2009,VWD,Family,868192.0
337,75,FV,90.6,2765,Pave,Pave,Reg,Bnk,NoSeWa,FR3,Gtl,ClearCr,Norm,Norm,2fmCon,1Story,9,6,1976,2002,Shed,CompShg,CmentBd,CmentBd,BrkFace,114.3,Gd,Fa,CBlock,Gd,Po,,,288.9,BLQ,23.9,575.2,888.0,Floor,Fa,Y,SBrkr,902.6,0.0,14.2,972.1,2,0,1,1,0,2,Po,5,Mod,1,,Attchd,1997.0,RFn,2,570.6,Gd,Gd,Y,14.6,29.9,9.4,14.8,36.7,0.0,,,0.0,6,2009,ConLD,Normal,759961.0
338,20,RH,72.6,3794,Pave,,Reg,HLS,AllPub,FR3,Gtl,OldTown,Norm,RRAn,Duplex,SFoyer,2,3,1948,1979,Mansard,Tar&Grv,BrkFace,BrkFace,,0.0,Gd,TA,Wood,Fa,TA,No,ALQ,416.1,,157.9,157.2,731.2,Wall,Ex,Y,FuseF,949.2,903.8,16.8,1919.7,2,1,1,0,4,1,Po,7,Maj2,1,Ex,Detchd,1961.0,,1,173.9,Gd,Gd,Y,38.5,60.2,5.4,14.3,9.0,0.0,,,0.0,7,2009,WD,Partial,827900.0
339,90,RL,80.4,696,Pave,,IR1,HLS,AllPub,Inside,Gtl,Blmngtn,RRAe,Artery,2fmCon,1.5Fin,6,1,1892,1927,Gambrel,Tar&Grv,VinylSd,VinylSd,,,Po,Fa,Stone,TA,Gd,No,BLQ,426.1,,140.0,136.0,702.1,Grav,Ex,Y,SBrkr,1344.0,163.5,24.1,1548.2,1,0,0,1,2,2,Ex,11,Maj2,1,,Detchd,1920.0,RFn,1,193.8,Gd,Fa,Y,21.6,3.4,38.1,34.8,19.5,0.0,MnWw,,0.0,10,2007,WD,Normal,965657.0
340,120,FV,108.9,6028,Pave,,Reg,Low,AllPub,FR2,Gtl,StoneBr,RRNe,Artery,TwnhsE,1Story,5,6,1974,2007,Gambrel,Roll,AsbShng,AsbShng,None,85.7,Ex,Fa,BrkTil,Gd,TA,Av,GLQ,7.5,,254.7,368.1,630.3,Wall,Ex,Y,SBrkr,956.0,0.0,12.0,966.5,1,1,3,1,3,0,Ex,11,Typ,2,Po,CarPort,1999.0,RFn,1,216.2,Ex,Gd,Y,9.6,10.6,4.0,4.5,25.1,0.0,,,0.0,2,2011,WD,Family,589036.0
341,80,RL,77.4,13763,Pave,,IR1,Bnk,ELO,Corner,Gtl,BrDale,RRNn,RRAe,Twnhs,SLvl,2,1,1884,1908,Shed,WdShake,BrkFace,BrkFace,None,42.1,Po,TA,Stone,Ex,Ex,Gd,LwQ,646.3,ALQ,168.0,195.6,1009.9,Wall,Ex,Y,FuseF,1232.8,17.9,24.5,1345.7,0,0,2,1,2,0,Fa,7,Mod,2,TA,Attchd,1900.0,,2,509.1,Gd,Po,Y,26.1,7.9,8.7,10.9,7.8,0.0,,,0.0,10,2009,WD,Alloca,599548.0
342,80,FV,93.1,5922,Pave,Pave,Reg,HLS,NoSeWa,FR2,Gtl,Gilbert,PosA,Feedr,TwnhsE,SFoyer,4,3,2009,2039,Shed,CompShg,HdBoard,HdBoard,,0.0,Fa,Gd,Wood,TA,Gd,No,ALQ,248.9,GLQ,92.7,197.2,538.8,Wall,Po,Y,SBrkr,1213.5,970.3,4.7,2235.1,0,1,2,1,0,1,Gd,10,Maj2,3,,Attchd,2031.0,Fin,2,401.4,Ex,TA,Y,116.8,25.6,11.7,4.1,49.5,0.0,,,0.0,8,2009,WD,AdjLand,2657480.171014701
343,30,RL,51.3,581,Pave,,Reg,Bnk,NoSeWa,Corner,Mod,Somerst,Norm,PosA,TwnhsE,1.5Unf,4,8,1997,2009,Hip,WdShake,HdBoard,HdBoard,BrkFace,22.4,Fa,Gd,CBlock,Po,Gd,No,,439.1,,66.7,412.2,918.0,GasW,Gd,Y,SBrkr,851.0,0.0,19.3,884.8,0,0,0,1,1,1,Ex,10,Min1,0,,Attchd,2023.0,RFn,1,285.2,Gd,Fa,Y,108.2,28.9,13.3,4.6,0.6,0.0,,,0.0,4,2011,WD,AdjLand,469139.0
344,70,RM,56.7,5051,Pave,,IR1,Low,ELO,FR2,Mod,IDOTRR,Artery,RRAe,Twnhs,1.5Fin,8,7,1951,1965,Flat,CompShg,BrkFace,BrkFace,,0.0,Gd,TA,Stone,Ex,Gd,No,Unf,444.7,BLQ,48.2,301.8,794.7,Grav,TA,Y,SBrkr,877.8,276.5,23.5,1214.7,2,0,0,1,5,1,Ex,2,Min2,0,Ex,Attchd,1954.0,RFn,3,527.7,Gd,Ex,Y,85.5,29.5,56.8,13.5,45.4,0.0,,,0.0,4,2010,WD,Normal,892732.0
345,190,RL,76.2,1385,Pave,,Reg,Bnk,NoSeWa,CulDSac,Sev,Blmngtn,RRNe,RRAn,2fmCon,2.5Unf,7,8,1990,2002,Gable,ClyTile,Plywood,Plywood,BrkFace,54.9,TA,Fa,Slab,Fa,Fa,Av,Unf,197.9,LwQ,8.9,309.4,516.2,GasW,Po,Y,SBrkr,786.7,0.0,22.1,799.5,1,0,0,0,1,1,Fa,11,Mod,2,Ex,Attchd,2014.0,RFn,1,141.1,TA,,N,187.2,19.5,13.1,1.9,7.7,0.0,,,0.0,7,2007,New,AdjLand,578661.0
346,180,FV,73.0,1619,Pave,Pave,Reg,Lvl,NoSeWa,CulDSac,Gtl,StoneBr,RRNe,Feedr,2fmCon,1.5Unf,5,2,1957,1989,Shed,ClyTile,Wd Sdng,Wd Sdng,BrkFace,121.5,Gd,Fa,Wood,Ex,Gd,,Rec,168.6,,123.8,12.7,305.1,GasW,TA,Y,SBrkr,1285.0,418.4,24.6,1736.4,2,0,3,1,0,0,Ex,9,Maj2,1,,Attchd,1974.0,Unf,1,295.6,TA,Gd,Y,117.8,25.7,29.2,27.5,52.6,314.4,,,0.0,9,2006,WD,Family,990431.0
347,85,RM,57.6,5810,Pave,,Reg,Low,AllPub,FR3,Sev,NridgHt,RRAn,PosN,Duplex,2.5Unf,9,7,1948,1978,Shed,Tar&Grv,AsbShng,AsbShng,BrkFace,8.0,TA,Gd,CBlock,Fa,,,Unf,468.1,ALQ,82.3,260.1,810.5,Wall,Po,Y,SBrkr,617.7,1236.6,21.4,1946.6,1,0,0,1,4,2,Fa,6,Maj2,1,,Attchd,1974.0,Fin,0,0.0,Gd,Gd,Y,68.2,64.2,40.5,22.9,88.7,0.0,GdPrv,,0.0,10,2008,VWD,Abnorml,1524583.0
348,40,RL,118.1,5084,Pave,,Reg,Low,NoSeWa,FR3,Mod,Blmngtn,PosN,RRNe,1Fam,1.5Fin,1,4,1888,1912,Gable,WdShake,Plywood,Plywood,,0.0,Po,Ex,BrkTil,TA,Fa,No,GLQ,312.5,Rec,138.8,49.2,500.5,GasA,Po,Y,SBrkr,683.1,39.5,44.6,838.5,1,0,3,0,3,1,Ex,2,Min2,2,Ex,Attchd,1903.0,RFn,0,0.0,Gd,,N,60.5,93.6,0.9,29.2,54.5,0.0,GdPrv,,0.0,7,2011,WD,Normal,376762.0
349,70,FV,73.5,6293,Pave,,Reg,Bnk,NoSeWa,Inside,Mod,CollgCr,PosN,RRNn,2fmCon,1Story,4,1,1938,1977,Gable,WdShake,MetalSd,MetalSd,BrkFace,,Ex,Gd,BrkTil,Gd,Ex,No,GLQ,437.8,Unf,334.7,131.8,904.3,OthW,TA,Y,SBrkr,817.1,0.0,4.0,843.8,2,1,0,1,1,0,TA,13,Typ,1,TA,Attchd,1939.0,RFn,4,984.4,Gd,,Y,44.8,79.2,32.3,19.9,47.0,0.0,,,0.0,5,2010,WD,Partial,485315.0
350,120,RL,61.1,5111,Pave,,Reg,Bnk,ELO,Corner,Gtl,StoneBr,RRAe,RRNn,Twnhs,1.5Unf,5,3,2001,2023,Flat,Membran,MetalSd,MetalSd,,0.0,Fa,TA,Slab,Gd,Gd,Av,ALQ,318.5,,180.7,226.3,725.5,Floor,Gd,Y,SBrkr,555.6,0.0,18.2,601.0,0,1,0,1,5,2,Ex,6,Maj2,0,,Attchd,2026.0,RFn,1,325.0,TA,Ex,P,170.2,27.0,84.7,30.7,3.6,0.0,,,0.0,2,2011,WD,Normal,364604.0
351,85,RL,73.0,3901,Pave,,Reg,HLS,ELO,CulDSac,Gtl,Mitchel,Norm,Feedr,1Fam,1.5Unf,8,5,1879,1916,Flat,ClyTile,VinylSd,VinylSd,BrkCmn,60.1,Po,Ex,PConc,TA,Gd,Gd,Unf,545.9,,79.9,194.6,820.4,GasA,Fa,Y,SBrkr,722.6,718.5,27.5,1467.9,0,0,3,0,0,1,Gd,7,Sal,1,Ex,Attchd,1880.0,RFn,2,364.3,Gd,Gd,Y,130.4,22.1,25.4,28.6,84.1,0.0,GdWo,Shed,195.1,12,2009,WD,Partial,1074766.0
352,80,RL,70.5,6108,Pave,,Reg,Lvl,AllPub,FR2,Sev,Somerst,RRAn,RRAe,Twnhs,1.5Fin,3,8,2009,2011,Gable,Roll,CmentBd,CmentBd,BrkFace,,Gd,Ex,Stone,TA,Po,Av,BLQ,322.8,Unf,48.8,298.1,669.7,Wall,Po,Y,SBrkr,1240.8,805.6,20.5,2053.3,2,0,2,0,3,0,Po,8,Sev,1,,Attchd,2034.0,,3,695.0,TA,Fa,Y,140.3,92.2,3.0,33.5,35.5,0.0,,,0.0,12,2011,Con,Normal,1008222.0
353,45,RL,73.8,1204,Pave,,Reg,Low,ELO,Inside,Mod,CollgCr,Norm,RRNn,Twnhs,2.5Fin,5,2,2004,2019,Shed,WdShake,Plywood,Plywood,BrkFace,30.6,Po,TA,Wood,Fa,Gd,No,,584.8,,109.2,315.6,1009.6,Floor,Gd,Y,SBrkr,1095.4,92.6,8.0,1205.2,1,1,0,0,3,1,Fa,4,Sal,0,,Attchd,2015.0,Fin,2,306.0,Gd,TA,Y,39.4,24.5,49.5,49.8,36.7,0.0,,Shed,293.4,10,2008,WD,AdjLand,715361.0
354,120,RL,38.1,7245,Pave,,Reg,Low,AllPub,FR2,Sev,NWAmes,Norm,Norm,Twnhs,SFoyer,3,2,1913,1914,Shed,CompShg,Wd Sdng,Wd Sdng,,0.0,Ex,Po,BrkTil,TA,Gd,Mn,ALQ,,,18.8,326.8,449.6,OthW,Fa,Y,SBrkr,773.8,693.6,4.3,1470.6,2,1,0,1,0,1,Gd,10,Sal,0,TA,,,RFn,0,0.0,Fa,Gd,N,154.5,73.4,33.6,31.1,33.8,0.0,,,0.0,2,2006,WD,Normal,710783.0
355,20,FV,95.8,1418,Pave,,IR2,Low,AllPub,CulDSac,Sev,NoRidge,RRAn,RRNn,1Fam,2Story,7,8,1871,1893,Gable,Membran,HdBoard,HdBoard,BrkFace,53.2,TA,Gd,Wood,Gd,TA,Av,,274.5,,128.0,1.6,404.1,Floor,TA,Y,SBrkr,1140.8,1035.6,15.8,2268.7,0,1,3,1,1,0,Fa,4,Sal,2,Ex,Detchd,1880.0,RFn,0,0.0,Gd,TA,Y,59.6,28.5,54.1,52.3,19.7,0.0,,,0.0,6,2006,ConLD,Normal,1516654.0
356,30,RL,97.0,4937,Pave,,IR2,HLS,NoSeWa,CulDSac,Sev,BrkSide,RRAn,Artery,TwnhsE,1.5Unf,10,9,1963,1996,Shed,WdShake,CmentBd,CmentBd,BrkFace,46.2,Ex,Fa,Slab,Fa,Po,Gd,GLQ,181.3,GLQ,120.3,554.4,856.0,OthW,Po,Y,SBrkr,1524.6,786.6,0.5,2371.4,1,0,2,0,4,1,Gd,2,Min2,1,Gd,Basment,1991.0,RFn,1,250.8,Gd,Gd,Y,48.7,90.0,34.2,17.8,26.5,0.0,,,0.0,5,2006,WD,Alloca,1984914.0
357,20,RM,99.4,8792,Pave,,Reg,Lvl,AllPub,CulDSac,Gtl,IDOTRR,PosA,RRNn,Twnhs,2.5Unf,3,1,1985,2014,Flat,WdShake,HdBoard,HdBoard,None,38.4,Gd,Gd,Stone,TA,TA,Gd,BLQ,377.7,,173.7,196.3,747.7,Wall,Fa,Y,SBrkr,993.9,452.5,18.9,1448.5,2,0,2,1,1,1,Fa,14,Mod,3,TA,,,RFn,0,0.0,Fa,Gd,Y,130.7,63.2,37.6,32.0,28.6,0.0,,,0.0,12,2006,WD,Normal,739684.0
358,180,RL,76.5,1727,Pave,,Reg,Low,NoSeWa,CulDSac,Mod,Somerst,Feedr,PosN,Duplex,1.5Unf,7,2,1938,1947,Gable,Membran,AsbShng,AsbShng,BrkFace,16.2,Ex,TA,CBlock,TA,Ex,Mn,ALQ,244.3,Unf,130.2,381.9,756.4,GasW,Gd,Y,SBrkr,1326.1,34.5,0.2,1378.6,0,0,3,1,1,0,Fa,4,Maj2,0,,Detchd,1939.0,RFn,0,0.0,TA,Ex,P,23.4,78.3,37.5,18.0,39.8,0.0,,,0.0,10,2007,ConLD,Family,947387.0
359,120,FV,83.2,6442,Pave,,IR2,Low,AllPub,FR2,Sev,Gilbert,PosN,PosA,2fmCon,1.5Unf,2,4,1977,1977,Flat,Tar&Grv,Wd Sdng,Wd Sdng,Stone,65.0,Fa,Fa,Wood,TA,TA,No,,254.1,,78.5,177.1,509.7,Floor,Fa,Y,SBrkr,1155.5,0.0,2.1,1161.3,1,1,1,0,1,1,Po,8,Sev,0,,Attchd,1992.0,RFn,2,306.9,Gd,Fa,Y,46.8,13.6,93.9,11.0,25.1,0.0,,,0.0,9,2007,WD,AdjLand,523669.0
360,50,RH,52.7,5926,Pave,,Reg,HLS,ELO,Inside,Mod,Timber,Feedr,Feedr,2fmCon,1Story,7,3,1939,1960,Shed,WdShake,CmentBd,CmentBd,BrkFace,58.5,Ex,Po,Slab,Fa,TA,,,,GLQ,13.8,160.2,333.0,OthW,TA,Y,SBrkr,811.7,1350.4,42.6,2211.9,2,0,1,0,5,2,Ex,11,Maj2,0,,Attchd,1942.0,RFn,2,321.9,TA,TA,Y,92.0,27.9,74.2,5.7,4.0,0.0,MnPrv,Shed,348.7,5,2008,ConLD,Normal,1506815.0
361,50,RL,86.7,4250,Pave,,Reg,Bnk,ELO,CulDSac,Mod,StoneBr,RRAn,Norm,2fmCon,SLvl,9,1,1943,1975,Shed,Metal,BrkFace,BrkFace,BrkFace,12.9,Po,TA,CBlock,,TA,,BLQ,207.9,,79.3,19.1,306.3,Floor,Fa,Y,SBrkr,959.2,864.7,4.6,1910.7,2,0,2,0,1,1,Fa,2,Typ,0,Gd,Attchd,1952.0,RFn,3,473.7,Gd,Gd,Y,177.5,106.1,31.8,57.0,48.8,0.0,,,0.0,2,2010,WD,Family,1478467.0
362,90,FV,75.0,986,Pave,,Reg,Low,ELO,FR3,Sev,BrDale,RRAe,PosN,1Fam,1.5Unf,5,4,1949,1973,Mansard,Roll,BrkFace,BrkFace,BrkFace,50.4,TA,Gd,CBlock,TA,TA,Mn,Rec,297.9,,71.9,70.8,440.6,Floor,Ex,Y,SBrkr,1057.9,1063.1,5.4,2215.2,0,0,0,0,5,0,Fa,5,Maj2,0,,Attchd,1975.0,RFn,2,442.8,TA,Gd,Y,31.7,22.7,24.6,48.3,4.2,0.0,,,0.0,1,2010,WD,AdjLand,1289577.0
363,70,RL,60.8,5009,Pave,,IR1,Lvl,AllPub,Inside,Sev,NoRidge,RRAn,Artery,Duplex,1.5Fin,6,2,1967,1988,Hip,Tar&Grv,Plywood,Plywood,BrkFace,37.5,Fa,Ex,CBlock,Gd,Gd,Gd,ALQ,104.3,,9.6,207.6,321.5,Floor,Po,Y,SBrkr,676.5,0.0,13.6,745.0,2,1,2,0,5,1,Po,8,Mod,0,,Attchd,1983.0,RFn,2,210.3,Ex,TA,Y,19.7,12.8,13.3,23.7,5.0,0.0,,Shed,609.4,6,2006,WD,AdjLand,508411.0
364,80,C (all),87.3,4364,Pave,,Reg,Lvl,AllPub,FR3,Gtl,BrkSide,Feedr,RRAe,Duplex,SFoyer,10,5,1969,1984,Hip,WdShake,AsbShng,AsbShng,None,96.5,Fa,TA,Stone,Gd,TA,Av,LwQ,160.4,Unf,19.3,149.8,329.5,Grav,Gd,Y,SBrkr,117.2,0.0,14.9,173.7,2,1,0,0,2,1,Fa,12,Typ,2,Po,Attchd,1972.0,Unf,2,352.4,Fa,Ex,Y,24.0,52.4,30.3,18.7,31.0,0.0,,,0.0,3,2008,WD,Normal,174222.0
365,80,RL,88.1,6731,Pave,,IR1,Lvl,NoSeWa,FR2,Mod,Edwards,RRNn,RRNe,Duplex,1.5Fin,3,1,1927,1956,Flat,Tar&Grv,BrkFace,BrkFace,BrkFace,58.9,Fa,TA,PConc,Gd,TA,Av,GLQ,311.8,,162.2,397.1,871.1,GasW,Gd,Y,SBrkr,649.8,0.0,10.9,672.3,2,1,0,0,0,1,Fa,13,Mod,1,Gd,Attchd,1948.0,Unf,1,,Gd,Gd,P,99.6,166.8,54.4,59.8,14.5,0.0,MnWw,,0.0,6,2007,WD,Partial,384261.0
366,40,FV,71.2,1756,Pave,,IR1,Lvl,NoSeWa,CulDSac,Sev,Crawfor,RRNn,Artery,Duplex,SLvl,10,8,2002,2019,Gable,CompShg,HdBoard,HdBoard,BrkFace,2.1,Gd,Gd,Wood,TA,,Mn,GLQ,253.8,GLQ,186.9,465.3,906.0,Grav,Po,Y,SBrkr,252.6,947.4,20.0,1232.4,2,0,0,1,4,2,TA,4,Sev,3,TA,Detchd,2007.0,,2,460.8,,,Y,130.9,54.2,12.2,22.4,22.0,0.0,MnPrv,,0.0,9,2009,WD,AdjLand,1021452.0
367,40,RL,78.8,8508,Pave,,Reg,HLS,NoSeWa,Inside,Sev,CollgCr,PosN,Feedr,Duplex,SFoyer,5,2,1901,1924,Hip,Tar&Grv,AsbShng,AsbShng,,0.0,Gd,Po,CBlock,Gd,Ex,No,Unf,261.4,BLQ,73.5,55.0,389.9,Grav,Po,Y,SBrkr,674.6,0.0,8.2,695.8,0,1,2,1,5,1,TA,8,Sev,3,Fa,Basment,1903.0,RFn,1,140.5,TA,,Y,98.8,38.9,49.2,34.0,46.0,0.0,,Othr,1209.8,6,2008,WD,Family,413579.0
368,40,RL,49.4,4184,Pave,,IR1,Low,NoSeWa,CulDSac,Mod,NridgHt,Artery,Feedr,TwnhsE,SLvl,5,3,1990,1994,Shed,Membran,Plywood,Plywood,,0.0,Po,Gd,BrkTil,Gd,Ex,Gd,ALQ,224.6,,29.0,126.8,380.4,OthW,Ex,Y,SBrkr,387.8,0.0,9.9,403.2,1,1,0,1,4,0,TA,14,Typ,3,Fa,Attchd,2017.0,Fin,0,,TA,Gd,Y,42.5,33.5,3.8,0.0,7.2,0.0,MnPrv,,0.0,7,2010,ConLD,Alloca,301521.0
369,45,RM,94.9,3635,Pave,Pave,Reg,HLS,AllPub,CulDSac,Sev,CollgCr,RRAe,Feedr,Duplex,SFoyer,3,3,1872,1908,Gambrel,WdShake,VinylSd,VinylSd,BrkFace,16.1,TA,Gd,Stone,Ex,TA,Av,ALQ,408.4,ALQ,6.7,45.3,460.4,Wall,Ex,Y,SBrkr,1164.0,1103.6,27.8,2273.3,1,0,2,1,2,0,Po,5,Maj2,1,,Detchd,1880.0,,2,525.4,TA,Gd,Y,92.0,112.7,34.5,23.2,9.7,0.0,,Shed,638.3,11,2011,CWD,Abnorml,1099151.0
370,75,RL,52.0,8773,Pave,,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,PosN,Duplex,2Story,8,4,1998,2020,Gable,Tar&Grv,AsbShng,AsbShng,BrkFace,80.4,Ex,Po,Stone,Ex,TA,,Unf,165.6,,81.5,373.4,620.5,GasW,Gd,Y,SBrkr,545.2,0.0,19.8,616.1,2,1,0,0,4,0,Fa,8,Mod,3,Ex,Attchd,2002.0,Unf,4,778.6,TA,TA,P,48.3,56.4,0.8,50.4,8.0,0.0,,,0.0,1,2006,WD,Normal,89748.13820900589
371,60,RL,55.9,7275,Pave,,Reg,Lvl,NoSeWa,CulDSac,Sev,BrkSide,RRNe,Feedr,1Fam,2.5Unf,6,7,1917,1943,Flat,Metal,BrkFace,BrkFace,BrkFace,72.8,Po,Po,CBlock,TA,Gd,No,ALQ,613.9,ALQ,176.6,223.9,1014.4,GasA,Fa,Y,SBrkr,1063.2,0.0,29.1,1070.2,0,0,0,0,2,0,Po,10,Min1,1,Fa,Attchd,1925.0,RFn,2,449.6,Fa,Po,Y,199.1,73.2,22.8,7.9,13.1,37.0,,,0.0,6,2010,ConLD,Partial,745866.0
